As of 14 June, nearly 28,000 people, mainly Somalis and Ethiopians, had arrived at the Yemen coast.	0
The Prime Minister of Spain, José María Aznar, addressed the Council.	0
Polytechna alleges that the invoiced amounts set out in table 11, infra, remain outstanding.	0
Ministry of Defense – Ordnance Stockpile Losses	0
Thousands were killed, women were raped, villages were burned, homes were destroyed and belongings were looted.	1
Part or all of loss is not direct	0
Mr. Loulichki (Morocco) (spoke in French): Let me start by congratulating the United Kingdom on its assumption of the Council presidency for the month of March.	0
S/RES/1896 (2009), op. 12	0
First, let me stress the importance of building on the current negotiations, including both the Israel-Palestine and the Israel-Syria tracks.	0
She also submitted photographs showing certain pieces.	0
b. Rated for operation in the temperature range from below -45oC to above +55oC; and	0
(e) Pipeline Construction Co.: USD 30,564;	0
Its work with regional and subregional organizations should focus on facilitating the interaction of regional and national institutions to remedy national implementation challenges, such as reconciling priorities, harmonizing approaches, facilitating advisory and drafting services, and matching requests and offers of assistance.	1
66. The strengthening of Haiti's rule-of-law institutions, including reform of the Haitian National Police, is essential for the effective maintenance of internal stability and the extension of State authority.	1
"3. Eritrea did not receive any ""larger scale operational map""."	0
15. Mohammed Gazai Saad Ali al-Mutairi	0
The situation in Guinea-Bissau (see S/1998/44/Add.44 and 51; S/1999/25/Add.13; S/2000/40/Add.12 and 47; S/2002/30/Add.27; and S/2003/40/Add.24 and 39)	0
The Bakata Katanga movement has destabilized large parts of the province since 2012, when, following his escape from prison, Kyunugu Mutanga Gédéon began forcing local populations, including children, to join his ranks or flee.	1
2. Losses related to support on the “C6”	0
They have not as yet offered any significant evidence supporting their positions on this issue.	0
This initiative, open to all Member States, aims to promote measurable reductions in armed violence worldwide as well as tangible improvements in human security by 2015.	1
Instrument of accession deposited on 17 June 1980.	0
As noted above, this approach is informed by its increased understanding of ongoing counter-terrorism challenges, an understanding gained from its active dialogue with States, including within the framework of its country assessment visits. The Executive Directorate continues to make specific technical assistance referrals related to needs identified in visited States. It does so on a targeted basis to donors judged to be receptive, whether that is because they are engaged in existing programmes in a particular State or because they have a strong interest and capability in a relevant technical area.	1
2. Regrettably, since my previous submission to the Council, there has been only limited progress towards implementing the provisions of the Pretoria Agreement on the Peace Process in Côte d'Ivoire (S/2005/270, annex I) of 6 April 2005, and the significant gap between the positions of the parties has widened.	1
II. DEVELOPMENTS DURING THE REPORTING PERIOD	0
Criticism of the work of the Council and the Committee in this area risks tainting the entire Al-Qaida/Taliban sanctions regime, and should not undermine the universal support it has so far enjoyed.	1
4. Qadhafi, Muammar Mohammed Abu Minyar	0
He added that OSCE had yet to observe the withdrawal of heavy weaponry from the line of control.	1
95. The public gathering concluded and, at about 1710 hours, Ms. Bhutto descended the wooden stairs and entered her Land Cruiser.	0
:: Captain Adel Youssif, legal adviser, head of the judiciary branch of the military	0
This is a source of deep anguish for Ethiopia and for our people.	0
The final external evaluation of the first allocation began on 12 September and will have been finalized by the end of October 2011.	0
During 2012 and 2013, the United States also formally approached numerous countries in Africa, Asia and the Americas encouraging them to subscribe to the Hague Code of Conduct Against Ballistic Missile Proliferation.	0
The Team notes that some States have begun to look seriously at doing so.	0
Provisional agenda for the 5750th meeting of the Security Council	0
Two other suspects are still being sought.	0
The first summit of heads of State is scheduled to take place from 19 to 20 November 2004 in Dar-es-Salaam.	0
None of the listed persons are nationals or residents of Costa Rica.	0
(a) National General Maritime Transport Company	0
"""The Security Council remains gravely concerned about the threat of terrorism, and the risk that non-state actors may acquire, develop, traffic in or use weapons of mass destruction and their means of delivery."	1
An airforce commander was later captured by the rebels and was detained for about three months.	1
At about 5 p.m. a vehicle passed at speed. Mr. Kiak and his men opened fire, injuring the priest who was driving.	1
Underscoring the central role of the United Nations in the global fight against terrorism and welcoming the adoption by the General Assembly of the United Nations Global Counter-Terrorism Strategy (A/60/288) of 8 September 2006 and the creation of the Counter-Terrorism Implementation Task Force (CTITF) to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system,	1
(d) Specialized alloys (such as chrome and nickel);	0
:: Undertake further examination in areas where the initial examination of reports revealed gaps in information or implementation related to all aspects of the resolution encompassing all measures required, for each type of weapon, or their respective means of delivery, and for the materials related to them, including amending the matrices where helpful	1
(d) Otherwise supporting acts or activities of those designated and other individuals, groups, undertakings and entities associated with the Taliban in constituting a threat to the peace, stability and security of Afghanistan;	1
29. The situation in Angola (see S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 and 50; S/1994/20/Add.5, 10, 21, 25, 31, 35, 38, 42, 43 and 48; S/1995/40/Add.5, 9, 14, 18, 31, 40 and 50; S/1996/15/Add.5, 16, 18, 27, 40 and 49; S/1997/40/Add.4, 8, 11, 12, 15, 26, 29, 34, 39 and 43; S/1998/44/Add.4, 11, 17, 20, 23, 25, 26, 32, 37, 41, 48, 51 and 52; S/1999/25/Add.1, 2, 7, 17, 19, 29, 33 and 40; S/2000/40/Add.2, 10, 14, 15 and 29; S/2001/15/Add.4, 8, 16, 38, 42, 46 and 51; and S/2002/30/Add.6, 12, 15, 16, 19, 28, 31, 32, 41, 49 and 50).	0
156. The Team has continued to promote and encourage exchange with the experts appointed to assist the Counter-Terrorism Committee and the emerging Counter-Terrorism Committee Executive Directorate, and has participated in three Committee meetings at which presentations have been made on areas relevant to the Team's work.	1
The extent of cluster-munition contamination is increasingly evident as Landmine Action's work progresses.	1
Administrative expenses, calculated on the basis of the operating rate, are estimated at CFAF 162,432,000.	0
29. Only two States have criminalized terrorist financing, but two others have introduced some legal provisions to address the issue.	1
Raids, and search and arrest without warrants	1
We seek to focus the international community's attention on the alarming fact that, by withdrawing from the above-mentioned decision, Russia considers itself no longer bound by the obligation to prevent sale and supply to the Abkhazian side of all kinds of armaments, defence equipment and spare parts, ammunitions, armoured vehicles and equipment (paragraph 3); as well as to prevent the hiring of its own citizens and their enrolment in any armed group in the conflict zone (paragraph 5a).	1
As a consequence, there are no accurate figures for the number of small arms and light weapons currently in circulation globally.	1
E. Payment or relief to others 104 - 156 25 1.	0
I have the honour to forward, enclosed herewith, a letter from Boris Tadić, President of the Republic of Serbia, dated 11 December 2008, addressed to you.	0
a) if by the act described in paragraph 1 above he or she causes serious bodily harm to at least two persons or death, or	1
In this regard, we request the African Union Commission, in close cooperation with ECOWAS and with the support of international partners, including the United Nations, the European Union and other international stakeholders concerned, to take all the necessary measures, including the convening in Mali, at the latest in February 2015, of a meeting of Ministers of Defence and Security and the chiefs of staff and heads of intelligence and security services of the countries of the region, to conduct the necessary studies for the establishment of these mechanisms.	1
The Council should deeply integrate emerging good practices with respect to countering violent extremism into its response to the foreign terrorist fighter threat and encourage devoting resources to these efforts.	1
(i) Cash and term deposits represent funds in demand deposit accounts and interest-bearing bank deposits;	0
Another participant reiterated that due regard should be given to Member States directly involved in or specifically affected by conflict by giving them an opportunity to make an official statement.	1
Both were transported to The Hague.	0
The food situation is expected to be exacerbated further in 2005 because of the poor crop harvest in September/October 2004.	0
188. Eyewitness accounts of many incidents published in these reports mention that the assailant forces are in uniform, but make a distinction between the uniforms worn by the regular military and the Janjaweed.	1
(o) Nkosazana Dlamini-Zuma, Chairperson of the African Union Commission.	0
[R]eiterates its call on parties to armed conflict [listed in the relevant Secretary-General's report] that have not already done so to prepare and implement, without further delay, concrete time-bound action plans to halt recruitment and use of children in violation of applicable international law, and to address all violations and abuses against children in close cooperation with the [Special Representative of the Secretary-General on Children and Armed Conflict], as well as with UNICEF and the UN Country Task Forces on Monitoring and Reporting.	1
Inflation in the first quarter of 2007 was just 1.5 per cent.	0
At the outset, I must express our strong concern about the security situation in the country.	1
Some officials even admitted that the Government would track rebels into villages, since this is where they would hide, and that the destruction was caused by the ensuing fighting.	1
1. Mahmoud Hussain Rajb, age 60	0
However, effective detection and prevention at the border are often lacking because of the insufficient application of risk indicators and targeting criteria; the absence of information-sharing and cooperation by officials of customs, law enforcement and immigration departments and financial intelligence units; and a lack of dedicated human and material resources.	1
She confirmed that a Russian helicopter had been shot down and that a United Nations Board of Inquiry, which had been in the country the previous week, would present a report in early November.	1
The assets freeze can constrain terrorist financiers, limiting their access to the formal banking system and limiting their scope for partnering with legitimate business entities.	1
That worrying pattern of activity is a matter of grave concern that threatens to seriously undermine the integrity of United Nations operations.	1
1. Decides that the provisions of paragraph 4 (b) of resolution 1267 (1999), and paragraphs 1 and 2 (a) of resolution 1390 (2002), do not apply to funds and other financial assets or economic resources that have been determined by the relevant State(s) to be:	0
These costs are summarised in table 23, infra.	0
During its visits, the Team met both the national bodies responsible for oversight of the sanctions regime and those most engaged in dealing with the threat from the Taliban and Al-Qaida on the ground.	1
In Azerbaijan, weapons-detection and surveillance equipment has been installed at international border crossings.	1
20. Since my report (see S/2007/619, para. 25), the Royal Moroccan Army has continued to report a large number of alleged violations of military agreement No. 1 by the Frente Polisario pertaining to the presence of people and vehicles in the buffer strip.	1
Rustamiya sewage purification station (samples of waste sediment and water);	0
Everyone was wondering about his own future.	0
▪ Salah Suliman Ayyash, a 33-year-old driver for Al Ihya medical organization in Rif Dimashq, was killed by regime forces as he tried to enter Zibdeen on 27 November 2014.	1
"In his last report on the protection of civilians in armed conflict (S/2012/376) the Secretary-General indicated that ""the abysmal state of the protection of civilians has changed little"" and that there is a clear need to translate normative commitments into concrete improvements in the protection of civilians on the ground."	1
The continued plight and suffering of the Palestinian people remain a tragic embodiment of the consequences of the non-implementation of resolutions and the non-enforcement of the decisions of the Security Council.	1
II. DEVELOPMENTS DURING THE REPORTING PERIOD	0
- Structure management, adequately compensate staff and provide logistics	0
154. Despite the losses, BOMVIC could probably go back into limited operations within two weeks after a return of staff.	0
Presidential statements were adopted on children and armed conflict (S/PRST/2002/12), East Timor (S/PRST/2002/13), the elections in Sierra Leone (S/PRST/2002/14), the admission of new Members (S/PRST/2002/15), Kosovo (S/PRST/2002/16), the Democratic Republic of the Congo (S/PRST/2002/17) and UNDOF (S/PRST/2002/18).	1
As recently as May this year, during the Council's discussion (see S/PV.6314) of the Secretary-General's report (S/2010/169) on the United Nations Interim Administration Mission in Kosovo (UNMIK), we drew the international community's attention to the fact that the situation in the province was far from stable and that it was of particular concern.	1
Acting under Chapter VII of the Charter of the United Nations,	0
The situation in Côte d'Ivoire (see S/2002/30/Add.50; and S/2003/40/Add.5, 17, 19, 29, 31, 45, 47 and 48; see also S/2003/40/Add.11 and 44)	0
Construction of detours (SAR 6,333,339)	0
Report of the Secretary-General on the situation in Mali (S/2014/403).	0
48. Pre-trial Stage: At the commencement of the second mandate, in June 1999, there were a considerable number of pending pre-trial motions.	0
My Government acknowledges the many expressions of condemnation and outrage that this atrocity has generated. We especially appreciate the Security Council's quick reaction to this gruesome crime.	1
Central African region (24 November 2003; 10 December 2014)	0
There does not exist an environment for Hawala.	0
The Trial Chamber also insisted that what was required by the international rules on genocide was that the targeted group be a stable and permanent group, constituted in a permanent fashion and membership of which is determined by birth and be identifiable as such (paras. 511 and 702).	0
12. In summary, although attacks on civilians by militia did not occur on the massive or systematic scale seen in the months prior to the joint communiqué, these attacks have continued and intensified lately.	1
The full-day programme on 16 November included four roundtable sessions that focused on the following themes:	0
It also monitors the integrity of the financial system and of managers.	0
The fruit terminal is next door only to the military terminal in an isolated part of the seaport, which is the reason military-type equipment is unloaded there.	1
The meeting, jointly organized by the Executive Directorate and the Council of Europe, focused on the prevention of terrorism.	1
3. CNDD/FDD (Conseil national pour la défense de la démocratie/Front pour la défense de la démocratie)	0
40. Some 8,490 ex-combatants have received reintegration support by UNDP and its implementing partners in northern Sudan.	1
It is interesting to note that some of these armed groups may be getting their weapons from within the Democratic Republic of the Congo itself, as pointed out by the Secretary-General in his nineteenth report on MONUC (S/2005/603) to the Security Council.	1
The crude oil is ordinarily stored, treated and exported from Kharg Island.	0
Seven million people are estimated to be in need of assistance throughout the country, including 5.2 million targeted in the 2015 Humanitarian Response Plan.	0
11. Verification through on-site inspections can range in frequency and degree of intrusiveness.	0
Under those conditions, where profound inequities and political, economic and social exclusion converge, a process aimed at transforming the prevailing order emerges and seeks economic and political changes and alternatives, allowing participation and the opening of new spaces and means of expression, which imply, in short, demands for fundamental rights.	1
The Team recognizes that there are national and international laws that limit the exchange of information between States, but international cooperation is essential for the effective implementation of the assets freeze.	1
Res judicata is a prerequisite in all the above-mentioned cases.	0
Other F-FDTL soldiers were sent to the ex-PKF building and told to be ready.	1
66. Note by the Secretary-General (S/1994/254);	0
24. The Committee will consider information from the Executive Directorate in respect of its continuation to pay close attention to resolution 1624 (2005) in its dialogue with Member States; its work with Member States to develop, in accordance with their obligations under international law, strategies that include countering incitement of terrorist acts motivated by violent extremism and intolerance; and its facilitation of technical assistance for the implementation of resolution 1624 (2005).	1
Urging [the affected State] to undertake, in coordination with the international community, a comprehensive reform of the police, judiciary and correctional systems, to protect and promote human rights and fundamental freedoms, and to end impunity.	1
The purpose of these visits was to monitor implementation, including gathering examples of best practice, to spread awareness of the work of the Committee, build the international consensus vital to the success of the sanctions regime, and monitor the spread and reach of Al-Qaida and the Taliban so as to be better able to offer suggestions to the Committee for its further work.	1
14. All victims, including those of house demolition and expulsions, should receive full and adequate reparation.	1
IV. THE CLAIMS 25 - 76 7	0
2. A second group, consisting of seven inspectors, left the Canal Hotel at 0900 hours and went to the Dawrah water purification plant, an affiliate of the Baghdad Water Department.	0
Otherwise, only minor security incidents had affected the election process directly since the launching of voter registration on 25 April. These included incidents related to long lines at registration centres, minor assaults on individual electoral guards and theft and destruction of equipment.	1
Report of the Secretary-General on the United Nations operation in Cyprus (S/2011/332)	0
6. Encourages Member States to provide financial resources for IGASOM;	0
I. Terms of reference of the mission	0
It was not an easy task to operate in that environment, but UNDOF had evolved as a mission and had adjusted its operations to meet the challenges presented by the environment of internal conflict and clashes that have recently increased in intensity and severity.	1
Recalling the responsibilities of States to end impunity and to prosecute those responsible for genocide, crimes against humanity, war crimes and other egregious crimes perpetrated against civilians, and in this regard, noting with concern that only limited numbers of perpetrators of sexual violence have been brought to justice, while recognizing that in conflict and in post conflict situations national justice systems may be significantly weakened.	1
:: Ministry of the Interior and Justice;	0
The Prosecution case is expected to last 25 trial days.	0
3. Loss of profits on a particular project	0
All States in the subregion have established jurisdiction for the relevant offences in their legislation.	1
Clashes resumed with less intensity the following morning.	0
Letters of credit 55 - 59 19	0
He warned that if FDLR does not show a major commitment by 2 January 2015, the Armed Forces of the Democratic Republic of the Congo (FARDC), with the support of MONUSCO, will have to start military operations for its neutralization.	1
In the aforesaid letter, the representative of the Israeli regime talks about security and peace and stability in the Middle East region.	0
The role played in these issues by ICRC is commendable.	0
(b) Draw up the Fund's annual budget;	0
(d) The Committee shall ensure that any measures taken by Member States to combat terrorism comply with all their obligations under international law, in particular international human rights law, refugee law and humanitarian law;	1
2. TREATIES AND OTHER INTERNATIONAL ACTION	0
The Monitoring Group firmly believes that revenues thus obtained are used by those in charge to help maintain their militias and for purchasing arms.	1
(b) Tool box for oil-filled cable	0
The Team has already discovered one such case.	0
These recommendations will be further examined in the light of the Committee's consideration of the cross-cutting issue of the criminal misuse of the Internet (para. 110).	0
Some of these Young Communist League recruits from the Maoist army and militia are under 18.	1
28. Fourth, it poses direct threats to the safety and security of mission personnel.	1
Apart from the asphalt plant, the employee did not refer to any specific items.	0
In its resolution 2154 (2014), adopted on 8 May 2014, the Security Council noted with deep appreciation how Captain Mbaye Diagne of the United Nations Assistance Mission for Rwanda and of Senegal, saved, unarmed and in the face of extreme danger, hundreds, or perhaps even a thousand Rwandans from death during the 1994 genocide.	1
8. The situation in Somalia (17 March 1992; 25 August 2010).	0
For the 2006/07 school year, the Ministry of Education estimated that 1,660,000 pupils would enrol.	0
Some of its recommendations to the Sudanese authorities can and should be implemented immediately, including to grant the International Committee of the Red Cross and the United Nations human rights monitors full and unimpeded access to all those detained in relation to the situation in Darfur.	1
A follow-up session of the strategic review took place in the first half of June.	0
The Committee duly completed its review before the new deadline.	1
"More generally the 1939 Act defines the word ""organisation"" as including associations, societies and other organisations or combinations of persons of whatsoever nature or kind whether known or not known by a distinctive name."	0
Reiterating the obligation of Member States to prevent and suppress the financing of terrorist acts, and criminalize the wilful provision or collection, by any means, directly or indirectly, of funds by their nationals or in their territories with the intention that the funds should be used, or in the knowledge that they are to be used, in order to carry out terrorist acts,	1
... urges the [national] authorities to take all necessary measures to protect human rights, put an end to impunity, initiate investigations to identify the perpetrators of such acts and bring them to justice and take action to protect witnesses in order to ensure due process; urges them to take steps to mitigate the climate of fear resulting from restrictions on freedom of expression and freedom of assembly;	1
(a) Ensure that customs officers have the necessary practical measures and resources in place to detect and prevent the cross-border movement of currency and bearer negotiable instruments and to detect and prevent the smuggling of arms and weapons;	1
Information is regularly disseminated through Government websites, publications and leaflets.	0
That situation persists even as the Libyan authorities have no opportunity to fully control the situation in their country or to prevent weapons from falling into the hands of terrorist elements.	0
14. The Executive Directorate will strengthen its engagement with international, regional and subregional organizations in all parts of the world in order to assist them in preparing and/or implementing relevant counter-terrorism action plans and to involve them more directly in addressing the States' capacity-building needs, as identified by the Committee through the preliminary implementation assessments and the country visits.	1
"""The Security Council is deeply concerned about the deterioration of the security situation in the Central African Republic, especially in the wake of the attacks on the towns of Birao, Ouanda-Djalle and Sam Ouandja."	1
As was underlined in those briefings, Eritrea's decision to restrict all types of helicopter flights by UNMEE within Eritrean air space severely inhibits the Mission's capacity to implement its monitoring mandate, as requested by the parties in the Agreement on Cessation of Hostilities of 18 June 2000, and authorized by the Security Council in its resolutions 1312 (2000) and 1320 (2000).	1
The current monitoring of imported goods is not being performed in the most effective manner.	0
(a) Production: cutting, burning and bagging (Somalia);	0
52. The ratification of the Timor Sea Treaty has led to hopes of significant gas and oil revenues in the near future.	0
3. Decides to remain seized of the matter.	0
21. During a conversation with the Monitoring Group arms experts, a well-placed source with intimate knowledge of the affairs of TFG confirmed that President Yusuf and the Chief of Staff, General Naji, had negotiated a deal with the Government of Yemen for the delivery of large numbers of arms and a variety of ammunition, including the following: AK-47 and G3 assault rifles; RPG-7 and RPG-2 rocket launchers; 75mm and B-10 anti-tank weapons; 37mm, 14.5mm and 12.7mm anti-aircraft guns; mines and hand grenades; shoulder-fired Strella missiles; and 3 or 4 helicopters with missiles for the express purpose of fighting the Mogadishu dissidents.	1
Let us speak frankly: these accounts from the press, human rights groups and civilians on the ground raise grave concerns about the nature and scale of the conflict.	1
This Act is equally applicable to chemical substances and to micro-organisms.	0
Recognizing that international cooperation and any measures taken by Member States to prevent and combat terrorism must comply fully with the Charter of the United Nations,	1
In the past, it was common that the authorities sent entire families to political prison camps for political crimes committed by close relatives (including forebears, to the third generation) on the basis of the principle of guilt by association.	1
Humanitarian aid workers were harassed and assaulted frequently during banditry incidents.	1
S/2013/316 S/2013/683	0
Underscoring the importance of humanitarian aid operations and condemning all acts or threats of violence against United Nations staff and humanitarian actors and any politicization of humanitarian assistance by the Taliban and associated groups or individuals,	1
Deeply concerned at armed activities and banditry in [the region] which threaten the security of the civilian population, the conduct of humanitarian operations in those areas and the stability of those countries, and which result in serious violations of human rights and international humanitarian law.	1
:: Act 4 of 1978 on the Hungarian Criminal Code	0
Lootable resources, in particular, which can be accessed directly by militant cadres (rather than through their chain of command), can prolong conflict by creating discipline problems that make it difficult for leaders to impose a settlement on followers.	1
In addition, basic nutrition service packages were provided to over 500 nutrition centres countrywide.	0
"BP Oil provided a copy of a ""Marine Lubricants Agreement"" between itself and IOTE dated 27 November 1987, operative until 30 November 1990, as well as copies of the 15 invoices, together with 14 delivery receipts."	0
In addition, the International Monetary Fund provided direct budget support in the amount of $60 million in 2007 under its emergency post-conflict assistance and will provide the same for 2008, including in support of elections and social rehabilitation.	1
However, the information given by the Shartai and Omdas who accompanied the National Commission, and the evidence available, indicate that all parties were responsible, under the circumstances of the blazing conflict, for the burning of the villages.	1
Moreover, the mode and pattern of aerial flights preceding attacks can in no way be construed as warning signals, as these were clearly part of the attack.	1
It also called upon the Government of the Sudan and the rebel groups to work together to reach a political solution at the negotiations held in Abuja under the leadership of the African Union and President Olusegun Obasanjo of Nigeria; requested the Secretary-General to rapidly establish an international commission of inquiry in order to immediately investigate reports of violations of humanitarian law and human rights in Darfur by all parties, as well as to determine whether or not acts of genocide have occurred; and declared that the Council, in the event of the Sudan failing to comply fully with resolutions 1556 (2004) and 1564 (2004) (including as determined by the Council after consultations with the African Union, failure to cooperate fully with the expansion and extension of the African Union monitoring mission), shall consider taking additional measures as contemplated in Article 41 of the Charter of the United Nations.	1
Facilities and sites within areas are classified into several categories depending on their importance.	0
Food and non-food items were delivered to 2,000 people and medicines for 22,600 people.	0
Group of Experts e-mail address	0
Such alliances enable them to engage in wider efforts aimed at destabilizing the African continent.	1
In early 2008, JABISO embarked on a series of operations concentrated mainly in the area between Marka, Bale Dogle and Beletweyne.	0
Those individuals were identified by eyewitnesses as having participated in an attack on a village, which often involved burning, looting, killing and sometimes rape.	1
They said that after the fighting there had been many corpses, of Government and MPCI soldiers, who had been buried in a common grave.	1
There were clashes between rebel forces and the French forces monitoring the ceasefire on the very day that the mission was in the region, at Daloa, some 50 kilometres away.	1
Step two: Adjustment of decline in revenue. The Panel adjusted the amount calculated in step one so that it reflected that portion of the business attributable to operations in the compensable area.	0
Currently, nearly 3 million people are either severely or moderately food insecure.	0
Technical assistance to draft and enforce anti-hate speech legislation.	1
Propaganda, rocket attacks, improvised explosive devices and the occasional suicide bomber may remain the main weapons used by the opposing militant forces.	1
Other listed groups, such as Lashkar-e-Tayyiba (LeT) (QE.L.118.05), train and recruit their own operatives in areas under the control of the Pakistan Taliban.	1
Of great concern were the recent allegations of sexual exploitation and abuse by some troops of the African Union Mission in Somalia (AMISOM), and in this regard he welcomed the African Union's commitment to a full investigation in accordance with its zero-tolerance policy on sexual exploitation and abuse.	1
The meeting was called to order at 11.25 a.m.	0
Non-European Union States work independently to develop counter-terrorism legislative frameworks and incorporate into domestic law the offences set forth in the international counter-terrorism instruments.	1
1. Loyada on the way to Somalia	0
Of those killed, 363 were killed by regime forces, including 82 children and 48 women, and 17 people were killed by ISIS.	1
Use multifunctional teams at the country level in working with refugee communities to identify gender-based violence protection and programme concerns; generate refugee-owned awareness-raising initiatives; support pilot projects to address gender-based violence including projects targeting men and boys; distribute and implement guidelines on sexual and gender-based violence against refugees, returnees and IDPs.	1
Claimants who held Syrian travel documents	0
They are broadly used in inter-State conflict and they are the weapons of choice in civil wars and for terrorism, organized crime and gang warfare.	1
10. In close cooperation with the Security Council Committees established pursuant to resolutions 1267 (1999) and 1540 (2004) and in accordance with its mandate, the Committee will pay special attention to States for which information on implementation of resolution 1373 (2001) is lacking, and discuss how best to address the issue.	1
Improved access for the civilian population to basic services, infrastructure and livelihoods	0
"""The Security Council recalls its resolution 1645 (2005) and recognizes the important role of the Peacebuilding Commission in advancing and supporting an integrated and coherent approach to peacebuilding, including promoting improved coherence and alignment of partners policies around national peacebuilding strategies and priorities. The Council reiterates its support for the work of the Commission and expresses its continued willingness to make use of its advisory, advocacy and resource mobilization role, including through targeted advice on international and national commitment to long-term peacebuilding objectives in countries on the Commission's agenda. The Council further emphasizes the role of the Peacebuilding Commission in support of seamless transition of mandated missions in countries on its agenda, in particular through the mobilization of sustained international support to critical national capacity needs."	1
CZ Çagllavicë/Caglavica (as delineated in the map III A)	0
A snapshot of the humanitarian situation in Yamoussoukro	0
Resources and reporting deadlines provided by the mandating authorities must thus be commensurate to the mandate. This has not always been the case.	0
Remaining buildings were then destroyed by burning.	1
It is crucial to stress again at this point that, when considering if the murder of civilians amounts to a war crime or crime against humanity, the presence of non-civilians does not deprive a population of its civilian character.	1
"A project group (""Holistic Prevention Strategy"") was set up at the Federal Ministry of the Interior in December 2003."	0
3. The remarkable level of engagement between the Committee and other Member States during the review suggested that a large group of States continues to share the Security Council's concern that there should be a coordinated international response to the threat from Al-Qaida and the Taliban.	1
9. And one more thing. My Abkhaz brothers, we are not alone.	0
The soldiers were about finished raping the five women, when the second group of women who went to El Fashir to sell wood arrived at the same location.	1
Develop and implement a gender policy statement, a comprehensive gender policy and a department-wide gender mainstreaming action plan with objectives, activities, indicators and time lines for each functional area. Develop training tools and guidelines.	1
The documents are available from the website of the Committee.	0
Acting under Chapter VII of the Charter,	0
Elected members were given the opportunity to take leadership roles and to guide the way forward, especially during periods of indecision and impasse.	0
The renewal of the authorization followed the introduction of the annual report of the Secretary-General on the situation with respect to piracy and armed robbery at sea off the coast of Somalia (S/2014/740) by the Under-Secretary-General for Political Affairs on 22 October.	1
2. The situation in Guinea-Bissau.	0
According to the Council Regulation (EC) No 1334/2000 an intangible transfer is considered as export.	0
6823rd (closed) meeting, held on 21 August 2012.	0
34. Transparency is an essential principle guiding the work and activities of the Committee, helping to enhance confidence, foster greater cooperation and raise the awareness of States, relevant international, regional and subregional organizations, civil society and the private sector regarding issues relevant to resolution 1540 (2004), which facilitates the implementation of the resolution by States. 35. Transparency and media outreach are closely interconnected.	1
At the conclusion of the work of all the UNCC panels of Commissioners in June 2005, 1.55 million claims (out of 2.69 million) were determined to have been successful.	1
In a very few cases it was also reported that the rebels committed acts of looting during an attack on a village, in particular in Western Darfur.	1
Their role in supporting the efforts of those countries is crucial.	0
1. In the northern region 54 sorties were flown at speeds of 720 to 780 kilometres per hour and at altitudes of 6,000 to 12,000 metres, as follows:	0
a. Maximum working pressure equal to or greater than 69 MPa;	0
Natural resources play a central role in the vision of the Government of Liberia for a future of sustainable and equitable growth.	0
The Central Banking Act including the Banks and Financial Institutions Act provide for all financial regulations in Papua New Guinea.	0
S/RES/1208(1998), OP4, 12	0
"Members felt that the current content and format of the ""checklist"" should be revisited with a view to redesigning it, if necessary, and afterwards to explore its efficiency on a trial basis."	1
6 Other tangible property – USD 513,403 [xlviii]/	0
end-user certificate Government of Liberia list	0
Maternal mortality rate (per 100,000 live births)	0
:: Recommend concrete options for strengthening the Council's use of different tools to reduce the negative impacts of terrorist involvement in cross-border crime on its conflict resolution efforts and to support States in their efforts to strengthen border controls and efforts to combat cross-border crime.	1
A description of the status of all of the cases as at 31 January 2013 is contained in annex I.	0
B. United Nations missions to the region	0
More violence occurs at Comoro Market. One civilian is killed, eight persons suffer firearm injuries, four persons suffer other serious injuries.	1
That the request by the Government of Kuwait concerning the real property claim in relation to a deceased detainee not be accepted on the grounds that this issue constitutes in fact a request for late filing of the real property portion of the claim outside the filing period for acceptance, and to request the secretariat to inform the Government of Kuwait accordingly.	1
However, the East-West corridor and the last segment of road in the Helmand River upper valley from the Kajaki dam to the Ring Road are still waiting for funding;	0
The establishment of regulatory bodies and the continuing development of the banking sector are among the achievements contributing to potential economic development.	1
Let us recognize these truths, which I have simply highlighted.	0
States should introduce the required legal measures such as seizure of funds wherever there is a suspicion of money-laundering or terrorism financing.	1
To be held on Monday, 27 March 2006, at 10 a.m.	0
10. From 24 to 28 October 2011, the Military Civilian Advisory Division of the Kosovo Force and the Kosovo Security Force (KSF) jointly completed the harmonization phase of their fourth joint assessment.	1
The use of deadly force in such situations must respect the principles of distinction and proportionality, and violations should be subject to accountability.	1
"6. In paragraph 19 of my report of 30 August 2004 (A/2004/703), I noted that ""the disarming of members of the Popular Defense Forces has started. The second joint verification mission observed a demobilization ceremony of about 300 soldiers in Western Darfur."""	1
8. Decides to remain seized of the matter.	0
To be held on Monday, 27 January 2003, at 10.30 a.m.	0
A number of incidents during the reporting period indicate friction between the CIS peacekeeping force and the Georgian side, including the detention of trucks from the CIS peacekeeping force (see para. 17), the temporary detainment of a CIS peacekeeping force soldier, the installation of electricity meters at CIS peacekeeping force checkpoints and a demonstration protesting the presence of the CIS peacekeeping force in Georgia.	1
4. General People's Committee for Transport and Communications	0
32. The situation in Côte d'Ivoire (20 December 2002; 26 April 2012).	0
